cn8,hs12
17011490,170114
17019100,170191
17019910,170199
17019990,170199
17021100,170211
17021900,170219
17022010,170220
17022090,170220
17023010,170230
17023050,170230
17023090,170230
17024010,170240
17024090,170240
17025000,170250
17026010,170260
17026080,170260
17026095,170260
17029010,170290
17029030,170290
17029050,170290
17029071,170290
17029075,170290
17029079,170290
17029080,170290
17029095,170290
17031000,170310
17039000,170390
17041010,170410
17041090,170410
17049010,170490
17049030,170490
17049051,170490
17049055,170490
17049061,170490
17049065,170490
17049071,170490
17049075,170490
17049081,170490
17049099,170490
18010000,180100
18020000,180200
18031000,180310
18032000,180320
18040000,180400
18050000,180500
18061015,180610
18061020,180610
18061030,180610
18061090,180610
18062010,180620
18062030,180620
18062050,180620
18062070,180620
18062080,180620
18062095,180620
18063100,180631
18063210,180632
18063290,180632
18069011,180690
18069019,180690
18069031,180690
18069039,180690
18069050,180690
18069060,180690
18069070,180690
18069090,180690
19011000,190110
19012000,190120
19019011,190190
19019019,190190
19019091,190190
19019095,190190
19019099,190190
19021100,190211
19021910,190219
19021990,190219
19022010,190220
19022030,190220
19022091,190220
19022099,190220
19023010,190230
19023090,190230
19024010,190240
19024090,190240
19030000,190300
19041010,190410
19041030,190410
19041090,190410
19042010,190420
19042091,190420
19042095,190420
19042099,190420
19043000,190430
19049010,190490
19049080,190490
19051000,190510
19052010,190520
19052030,190520
19052090,190520
19053111,190531
19053119,190531
19053130,190531
19053191,190531
19053199,190531
19053205,190532
19053211,190532
19053219,190532
19053291,190532
19053299,190532
19054010,190540
19054090,190540
19059010,190590
19059020,190590
19059030,190590
19059045,190590
19059055,190590
19059070,190590
19059080,190590
20011000,200110
20019010,200190
20019020,200190
20019030,200190
20019040,200190
20019050,200190
20019065,200190
20019070,200190
20019092,200190
20019097,200190
20021011,200210
20021019,200210
20021090,200210
20029011,200290
20029019,200290
20029020,200290
20029041,200290
20029049,200290
20029080,200290
20031020,200310
20031030,200310
20039010,200390
20039090,200390
20041010,200410
20041091,200410
20041099,200410
20049010,200490
20049030,200490
20049050,200490
20049091,200490
20049098,200490
20051000,200510
20052010,200520
20052020,200520
20052080,200520
20054000,200540
20055100,200551
20055900,200559
20056000,200560
20057000,200570
20058000,200580
20059100,200591
20059910,200599
20059920,200599
20059930,200599
20059950,200599
20059960,200599
20059980,200599
20060010,200600
20060031,200600
20060035,200600
20060038,200600
20060091,200600
20060099,200600
20071010,200710
20071091,200710
20071099,200710
20079110,200791
20079130,200791
20079190,200791
20079910,200799
20079920,200799
20079931,200799
20079933,200799
20079935,200799
20079939,200799
20079950,200799
20079993,200799
20079997,200799
20081110,200811
20081191,200811
20081196,200811
20081198,200811
20081912,200819
20081913,200819
20081919,200819
20081992,200819
20081993,200819
20081995,200819
20081999,200819
20082011,200820
20082019,200820
20082031,200820
20082039,200820
20082051,200820
20082059,200820
20082071,200820
20082079,200820
20082090,200820
20083011,200830
20083019,200830
20083031,200830
20083039,200830
20083051,200830
20083055,200830
20083059,200830
20083071,200830
20083075,200830
20083079,200830
20083090,200830
20084011,200840
20084019,200840
20084021,200840
20084029,200840
20084031,200840
20084039,200840
20084051,200840
20084059,200840
20084071,200840
20084079,200840
20084090,200840
20085011,200850
20085019,200850
20085031,200850
20085039,200850
20085051,200850
20085059,200850
20085061,200850
20085069,200850
20085071,200850
20085079,200850
20085092,200850
20085098,200850
20086011,200860
20086019,200860
20086031,200860
20086039,200860
20086050,200860
20086060,200860
20086070,200860
20086090,200860
20087011,200870
20087019,200870
20087031,200870
20087039,200870
20087051,200870
20087059,200870
20087061,200870
20087069,200870
20087071,200870
20087079,200870
20087092,200870
20087098,200870
20088011,200880
20088019,200880
20088031,200880
20088039,200880
20088050,200880
20088070,200880
20088090,200880
20089100,200891
20089311,200893
20089319,200893
20089321,200893
20089329,200893
20089391,200893
20089393,200893
20089399,200893
20089703,200897
20089705,200897
20089712,200897
20089714,200897
20089716,200897
20089718,200897
20089732,200897
20089734,200897
20089736,200897
20089738,200897
20089751,200897
20089759,200897
20089772,200897
20089774,200897
20089776,200897
20089778,200897
20089792,200897
20089793,200897
20089794,200897
20089796,200897
20089797,200897
20089798,200897
20089911,200899
20089919,200899
20089921,200899
20089923,200899
20089924,200899
20089928,200899
20089931,200899
20089934,200899
20089936,200899
20089937,200899
20089938,200899
20089940,200899
20089941,200899
20089943,200899
20089945,200899
20089948,200899
20089949,200899
20089951,200899
20089963,200899
20089967,200899
20089972,200899
20089978,200899
20089985,200899
20089991,200899
20089999,200899
20091111,200911
20091119,200911
20091191,200911
20091199,200911
20091200,200912
20091911,200919
20091919,200919
20091991,200919
20091998,200919
20092100,200921
20092911,200929
20092919,200929
20092991,200929
20092999,200929
20093111,200931
20093119,200931
20093151,200931
20093159,200931
20093191,200931
20093199,200931
20093911,200939
20093919,200939
20093931,200939
20093939,200939
20093951,200939
20093955,200939
20093959,200939
20093991,200939
20093995,200939
20093999,200939
20094192,200941
20094199,200941
20094911,200949
20094919,200949
20094930,200949
20094991,200949
20094993,200949
20094999,200949
20095010,200950
20095090,200950
20096110,200961
20096190,200961
20096911,200969
20096919,200969
20096951,200969
20096959,200969
20096971,200969
20096979,200969
20096990,200969
20097120,200971
20097199,200971
20097911,200979
20097919,200979
20097930,200979
20097991,200979
20097998,200979
20098111,200981
20098119,200981
20098131,200981
20098151,200981
20098159,200981
20098195,200981
20098199,200981
20098911,200989
20098919,200989
20098934,200989
20098935,200989
20098936,200989
20098938,200989
20098950,200989
20098961,200989
20098963,200989
20098969,200989
20098971,200989
20098973,200989
20098979,200989
20098985,200989
20098986,200989
20098988,200989
20098989,200989
20098996,200989
20098997,200989
20098999,200989
20099011,200990
20099019,200990
20099021,200990
20099029,200990
20099031,200990
20099039,200990
20099041,200990
20099049,200990
20099051,200990
20099059,200990
20099071,200990
20099073,200990
20099079,200990
20099092,200990
20099094,200990
20099095,200990
20099096,200990
20099097,200990
20099098,200990
21011100,210111
21011292,210112
21011298,210112
21012020,210120
21012092,210120
21012098,210120
21013011,210130
21013019,210130
21013091,210130
21013099,210130
21021010,210210
21021031,210210
21021039,210210
21021090,210210
21022011,210220
21022019,210220
21022090,210220
21023000,210230
21031000,210310
21032000,210320
21033010,210330
21033090,210330
21039010,210390
21039030,210390
21039090,210390
21041000,210410
21042000,210420
21050010,210500
21050091,210500
21050099,210500
21061020,210610
21061080,210610
21069020,210690
21069030,210690
21069051,210690
21069055,210690
21069059,210690
21069092,210690
21069098,210690
22011011,220110
22011019,220110
22011090,220110
22019000,220190
22021000,220210
22029100,220290
22029911,220290
22029915,220290
22029919,220290
22029991,220290
22029995,220290
22029999,220290
22030001,220300
22030009,220300
22030010,220300
22041011,220410
22041013,220410
22041015,220410
22041091,220410
22041093,220410
22041094,220410
22041096,220410
22041098,220410
22042106,220421
22042107,220421
22042108,220421
22042109,220421
22042111,220421
22042112,220421
22042113,220421
22042117,220421
22042118,220421
22042119,220421
22042122,220421
22042123,220421
22042124,220421
22042126,220421
22042127,220421
22042128,220421
22042131,220421
22042132,220421
22042134,220421
22042136,220421
22042137,220421
22042138,220421
22042142,220421
22042143,220421
22042144,220421
22042146,220421
22042147,220421
22042148,220421
22042161,220421
22042162,220421
22042166,220421
22042167,220421
22042168,220421
22042169,220421
22042171,220421
22042174,220421
22042176,220421
22042177,220421
22042178,220421
22042179,220421
22042180,220421
22042181,220421
22042182,220421
22042183,220421
22042184,220421
22042185,220421
22042186,220421
22042187,220421
22042188,220421
22042189,220421
22042190,220421
22042191,220421
22042193,220421
22042194,220421
22042195,220421
22042196,220421
22042197,220421
22042198,220421
22042210,220429
22042222,220429
22042223,220429
22042224,220429
22042226,220429
22042227,220429
22042228,220429
22042232,220429
22042233,220429
22042238,220429
22042278,220429
22042279,220429
22042280,220429
22042281,220429
22042282,220429
22042283,220429
22042284,220429
22042285,220429
22042286,220429
22042288,220429
22042290,220429
22042291,220429
22042293,220429
22042294,220429
22042295,220429
22042296,220429
22042297,220429
22042298,220429
22042910,220429
22042922,220429
22042923,220429
22042924,220429
22042926,220429
22042927,220429
22042928,220429
22042932,220429
22042938,220429
22042978,220429
22042979,220429
22042980,220429
22042981,220429
22042982,220429
22042983,220429
22042984,220429
22042985,220429
22042986,220429
22042988,220429
22042990,220429
22042991,220429
22042993,220429
22042994,220429
22042995,220429
22042996,220429
22042997,220429
22042998,220429
22043010,220430
22043092,220430
22043094,220430
22043096,220430
22043098,220430
22051010,220510
22051090,220510
22059010,220590
22059090,220590
22060010,220600
22060031,220600
22060039,220600
22060051,220600
22060059,220600
22060081,220600
22060089,220600
22071000,220710
22072000,220720
22082012,220820
22082014,220820
22082016,220820
22082018,220820
22082019,220820
22082026,220820
22082028,220820
22082062,220820
22082066,220820
22082069,220820
22082086,220820
22082088,220820
22083011,220830
22083019,220830
22083030,220830
22083041,220830
22083049,220830
22083061,220830
22083069,220830
22083071,220830
22083079,220830
22083082,220830
22083088,220830
22084011,220840
22084031,220840
22084039,220840
22084051,220840
22084091,220840
22084099,220840
22085011,220850
22085019,220850
22085091,220850
